issue_number,slug,title,issue_state,issue_created_at,issue_closed_at,actual_session_elapsed_seconds,actual_session_elapsed_status,actual_session_elapsed_source,github_cycle_time_seconds,github_cycle_time_status,github_cycle_time_source,actual_total_tokens,actual_total_tokens_status,actual_total_tokens_source,row_contract_completeness,row_contract_missing_fields,metric_availability_class,full_metrics_known,row_confidence,notes,source_prompt_relpath,sor_relpath
4015,v0-91-6-wp-06-acip-c-02-define-acip-a2a-access-rules-and-authority-boundaries,[v0.91.6][WP-06][acip][C-02] Define ACIP/A2A access rules and authority boundaries,closed,2026-06-17T22:43:38Z,2026-06-19T02:29:35Z,0,derived,sor_execution_window,99957,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4015-v0-91-6-wp-06-acip-c-02-define-acip-a2a-access-rules-and-authority-boundaries.md,.adl/v0.91.6/tasks/issue-4015__v0-91-6-wp-06-acip-c-02-define-acip-a2a-access-rules-and-authority-boundaries/sor.md
4016,v0-91-6-wp-06-acip-c-03-decide-json-protobuf-and-websocket-projection-boundaries,[v0.91.6][WP-06][acip][C-03] Decide JSON protobuf and WebSocket projection boundaries,closed,2026-06-17T22:43:41Z,2026-06-19T02:36:45Z,0,derived,sor_execution_window,100384,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4016-v0-91-6-wp-06-acip-c-03-decide-json-protobuf-and-websocket-projection-boundaries.md,.adl/v0.91.6/tasks/issue-4016__v0-91-6-wp-06-acip-c-03-decide-json-protobuf-and-websocket-projection-boundaries/sor.md
4017,v0-91-6-wp-06-acip-c-04-define-external-agent-citizen-guild-and-capability-market-routing,[v0.91.6][WP-06][acip][C-04] Define external-agent citizen guild and capability-market routing,closed,2026-06-17T22:43:45Z,2026-06-19T02:41:29Z,0,derived,sor_execution_window,100664,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4017-v0-91-6-wp-06-acip-c-04-define-external-agent-citizen-guild-and-capability-market-routing.md,.adl/v0.91.6/tasks/issue-4017__v0-91-6-wp-06-acip-c-04-define-external-agent-citizen-guild-and-capability-market-routing/sor.md
4018,v0-91-6-wp-06-acip-c-05-complete-protocol-decision-closeout-proof,[v0.91.6][WP-06][acip][C-05] Complete protocol decision closeout proof,closed,2026-06-17T22:43:49Z,2026-06-19T02:58:41Z,0,derived,sor_execution_window,101692,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4018-v0-91-6-wp-06-acip-c-05-complete-protocol-decision-closeout-proof.md,.adl/v0.91.6/tasks/issue-4018__v0-91-6-wp-06-acip-c-05-complete-protocol-decision-closeout-proof/sor.md
4019,v0-91-6-wp-07-security-s-00-create-security-bridge-completion-ledger,[v0.91.6][WP-07][security][S-00] Create security bridge completion ledger,closed,2026-06-17T22:45:17Z,2026-06-19T02:17:45Z,25564,derived,sor_execution_window,99148,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4019-v0-91-6-wp-07-security-s-00-create-security-bridge-completion-ledger.md,.adl/v0.91.6/tasks/issue-4019__v0-91-6-wp-07-security-s-00-create-security-bridge-completion-ledger/sor.md
4020,v0-91-6-wp-07-security-s-01-complete-provider-model-and-cav-trust-boundary-review,[v0.91.6][WP-07][security][S-01] Complete provider model and CAV trust-boundary review,closed,2026-06-17T22:45:21Z,2026-06-19T02:29:53Z,417,derived,sor_execution_window,99872,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4020-v0-91-6-wp-07-security-s-01-complete-provider-model-and-cav-trust-boundary-review.md,.adl/v0.91.6/tasks/issue-4020__v0-91-6-wp-07-security-s-01-complete-provider-model-and-cav-trust-boundary-review/sor.md
4021,v0-91-6-wp-07-security-s-02-complete-acip-a2a-access-rule-security-review,[v0.91.6][WP-07][security][S-02] Complete ACIP A2A access-rule security review,closed,2026-06-17T22:45:25Z,2026-06-19T02:39:48Z,245,derived,sor_execution_window,100463,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4021-v0-91-6-wp-07-security-s-02-complete-acip-a2a-access-rule-security-review.md,.adl/v0.91.6/tasks/issue-4021__v0-91-6-wp-07-security-s-02-complete-acip-a2a-access-rule-security-review/sor.md
4022,v0-91-6-wp-07-security-s-03-complete-public-record-and-memory-profile-security-review,[v0.91.6][WP-07][security][S-03] Complete public-record and memory-profile security review,closed,2026-06-17T22:45:29Z,2026-06-19T02:52:41Z,247,derived,sor_execution_window,101232,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4022-v0-91-6-wp-07-security-s-03-complete-public-record-and-memory-profile-security-review.md,.adl/v0.91.6/tasks/issue-4022__v0-91-6-wp-07-security-s-03-complete-public-record-and-memory-profile-security-review/sor.md
4023,v0-91-6-wp-07-security-s-04-complete-unity-observatory-inhabitant-readiness-security-review,[v0.91.6][WP-07][security][S-04] Complete Unity Observatory inhabitant-readiness security review,closed,2026-06-17T22:45:34Z,2026-06-19T03:01:32Z,115,derived,sor_execution_window,101758,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4023-v0-91-6-wp-07-security-s-04-complete-unity-observatory-inhabitant-readiness-security-review.md,.adl/v0.91.6/tasks/issue-4023__v0-91-6-wp-07-security-s-04-complete-unity-observatory-inhabitant-readiness-security-review/sor.md
4024,v0-91-6-wp-07-security-s-05-complete-security-bridge-closeout-proof,[v0.91.6][WP-07][security][S-05] Complete security bridge closeout proof,closed,2026-06-17T22:45:38Z,2026-06-19T06:44:13Z,0,derived,sor_execution_window,115115,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4024-v0-91-6-wp-07-security-s-05-complete-security-bridge-closeout-proof.md,.adl/v0.91.6/tasks/issue-4024__v0-91-6-wp-07-security-s-05-complete-security-bridge-closeout-proof/sor.md
4025,v0-91-6-wp-08-identity-i-00-define-identity-capability-citizen-and-profile-boundary,[v0.91.6][WP-08][identity][I-00] Define identity capability citizen and profile boundary,closed,2026-06-17T22:45:42Z,2026-06-19T08:04:18Z,0,derived,sor_execution_window,119916,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4025-v0-91-6-wp-08-identity-i-00-define-identity-capability-citizen-and-profile-boundary.md,.adl/v0.91.6/tasks/issue-4025__v0-91-6-wp-08-identity-i-00-define-identity-capability-citizen-and-profile-boundary/sor.md
4026,v0-91-6-wp-08-identity-i-01-complete-capability-evidence-ingestion-boundary,[v0.91.6][WP-08][identity][I-01] Complete capability evidence ingestion boundary,closed,2026-06-17T22:45:46Z,2026-06-19T08:14:14Z,0,derived,sor_execution_window,120508,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4026-v0-91-6-wp-08-identity-i-01-complete-capability-evidence-ingestion-boundary.md,.adl/v0.91.6/tasks/issue-4026__v0-91-6-wp-08-identity-i-01-complete-capability-evidence-ingestion-boundary/sor.md
4027,v0-91-6-wp-08-identity-i-02-complete-identity-continuity-positive-and-negative-cases,[v0.91.6][WP-08][identity][I-02] Complete identity continuity positive and negative cases,closed,2026-06-17T22:45:50Z,2026-06-19T08:20:13Z,0,derived,sor_execution_window,120863,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4027-v0-91-6-wp-08-identity-i-02-complete-identity-continuity-positive-and-negative-cases.md,.adl/v0.91.6/tasks/issue-4027__v0-91-6-wp-08-identity-i-02-complete-identity-continuity-positive-and-negative-cases/sor.md
4028,v0-91-6-wp-08-identity-i-03-define-capability-selector-mvp-bridge,[v0.91.6][WP-08][identity][I-03] Define capability selector MVP bridge,closed,2026-06-17T22:45:54Z,2026-06-19T08:24:59Z,0,derived,sor_execution_window,121145,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4028-v0-91-6-wp-08-identity-i-03-define-capability-selector-mvp-bridge.md,.adl/v0.91.6/tasks/issue-4028__v0-91-6-wp-08-identity-i-03-define-capability-selector-mvp-bridge/sor.md
4029,v0-91-6-wp-08-identity-i-04-complete-identity-capability-selector-closeout-proof,[v0.91.6][WP-08][identity][I-04] Complete identity capability selector closeout proof,closed,2026-06-17T22:45:59Z,2026-06-19T08:33:18Z,30711,derived,sor_execution_window,121639,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4029-v0-91-6-wp-08-identity-i-04-complete-identity-capability-selector-closeout-proof.md,.adl/v0.91.6/tasks/issue-4029__v0-91-6-wp-08-identity-i-04-complete-identity-capability-selector-closeout-proof/sor.md
4030,v0-91-6-wp-09-observatory-o-00-define-unity-observatory-implementation-baseline,[v0.91.6][WP-09][observatory][O-00] Define Unity Observatory implementation baseline,closed,2026-06-17T22:47:36Z,2026-06-21T06:52:32Z,2531,derived,sor_execution_window,288296,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4030-v0-91-6-wp-09-observatory-o-00-define-unity-observatory-implementation-baseline.md,.adl/v0.91.6/tasks/issue-4030__v0-91-6-wp-09-observatory-o-00-define-unity-observatory-implementation-baseline/sor.md
4031,v0-91-6-wp-09-observatory-o-01-implement-launchable-unity-observatory-baseline,[v0.91.6][WP-09][observatory][O-01] Implement launchable Unity Observatory baseline,closed,2026-06-17T22:47:39Z,2026-06-21T07:28:15Z,9120,derived,sor_execution_window,290436,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4031-v0-91-6-wp-09-observatory-o-01-implement-launchable-unity-observatory-baseline.md,.adl/v0.91.6/tasks/issue-4031__v0-91-6-wp-09-observatory-o-01-implement-launchable-unity-observatory-baseline/sor.md
4032,v0-91-6-wp-09-observatory-o-02-implement-adl-evidence-data-contract-for-observatory,[v0.91.6][WP-09][observatory][O-02] Implement ADL evidence data contract for Observatory,closed,2026-06-17T22:47:43Z,2026-06-21T15:19:36Z,20665,derived,sor_execution_window,318713,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,"actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: the active sprint-level thread goal prevented a separate live child-issue goal object in-session, so issue metrics remain `unknown` until goal-hierarchy support is available or closeout can consume authoritative metrics.",.adl/v0.91.6/bodies/issue-4032-v0-91-6-wp-09-observatory-o-02-implement-adl-evidence-data-contract-for-observatory.md,.adl/v0.91.6/tasks/issue-4032__v0-91-6-wp-09-observatory-o-02-implement-adl-evidence-data-contract-for-observatory/sor.md
4033,v0-91-6-wp-09-observatory-o-03-implement-inhabitant-readiness-surfaces,[v0.91.6][WP-09][observatory][O-03] Implement inhabitant-readiness surfaces,closed,2026-06-17T22:47:47Z,2026-06-21T15:54:31Z,871,derived,sor_execution_window,320804,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,"actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: the active sprint-level thread goal remained the only live goal object in-session, so child issue metrics remain `unknown` until nested goal accounting is available.",.adl/v0.91.6/bodies/issue-4033-v0-91-6-wp-09-observatory-o-03-implement-inhabitant-readiness-surfaces.md,.adl/v0.91.6/tasks/issue-4033__v0-91-6-wp-09-observatory-o-03-implement-inhabitant-readiness-surfaces/sor.md
4034,v0-91-6-wp-09-observatory-o-04-complete-logging-otel-and-security-consumption-proof,[v0.91.6][WP-09][observatory][O-04] Complete logging OTel and security consumption proof,closed,2026-06-17T22:47:51Z,2026-06-21T23:47:55Z,1038,derived,sor_execution_window,349204,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,"actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: the active sprint-level thread goal remained the only live goal object in-session, so child issue metrics remain `unknown` until nested goal accounting is available.",.adl/v0.91.6/bodies/issue-4034-v0-91-6-wp-09-observatory-o-04-complete-logging-otel-and-security-consumption-proof.md,.adl/v0.91.6/tasks/issue-4034__v0-91-6-wp-09-observatory-o-04-complete-logging-otel-and-security-consumption-proof/sor.md
4035,v0-91-6-wp-09-observatory-o-05-complete-working-unity-observatory-closeout-proof,[v0.91.6][WP-09][observatory][O-05] Complete working Unity Observatory closeout proof,closed,2026-06-17T22:47:55Z,2026-06-21T23:59:04Z,780,derived,sor_execution_window,349869,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,"actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: the active sprint-level thread goal remained the only live goal object in-session, so child issue metrics remain `unknown` until nested goal accounting is available.",.adl/v0.91.6/bodies/issue-4035-v0-91-6-wp-09-observatory-o-05-complete-working-unity-observatory-closeout-proof.md,.adl/v0.91.6/tasks/issue-4035__v0-91-6-wp-09-observatory-o-05-complete-working-unity-observatory-closeout-proof/sor.md
4036,v0-91-6-wp-10-memory-a-00-create-aee-obsmem-memory-palace-acp-completion-ledger,[v0.91.6][WP-10][memory][A-00] Create AEE ObsMem Memory Palace ACP completion ledger,closed,2026-06-17T22:47:59Z,2026-06-19T09:24:07Z,32709,derived,sor_execution_window,124568,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4036-v0-91-6-wp-10-memory-a-00-create-aee-obsmem-memory-palace-acp-completion-ledger.md,.adl/v0.91.6/tasks/issue-4036__v0-91-6-wp-10-memory-a-00-create-aee-obsmem-memory-palace-acp-completion-ledger/sor.md
4037,v0-91-6-wp-10-memory-a-01-complete-aee-readiness-and-completion-proof,[v0.91.6][WP-10][memory][A-01] Complete AEE readiness and completion proof,closed,2026-06-17T22:48:03Z,2026-06-19T09:30:42Z,0,derived,sor_execution_window,124959,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4037-v0-91-6-wp-10-memory-a-01-complete-aee-readiness-and-completion-proof.md,.adl/v0.91.6/tasks/issue-4037__v0-91-6-wp-10-memory-a-01-complete-aee-readiness-and-completion-proof/sor.md
4038,v0-91-6-wp-10-memory-a-02-complete-memory-obsmem-handoff-proof,[v0.91.6][WP-10][memory][A-02] Complete Memory ObsMem handoff proof,closed,2026-06-17T22:48:07Z,2026-06-19T09:39:51Z,0,derived,sor_execution_window,125504,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4038-v0-91-6-wp-10-memory-a-02-complete-memory-obsmem-handoff-proof.md,.adl/v0.91.6/tasks/issue-4038__v0-91-6-wp-10-memory-a-02-complete-memory-obsmem-handoff-proof/sor.md
4039,v0-91-6-wp-10-memory-a-03-plan-and-prove-memory-palace-long-context-bridge,[v0.91.6][WP-10][memory][A-03] Plan and prove Memory Palace long-context bridge,closed,2026-06-17T22:48:11Z,2026-06-19T09:48:57Z,0,derived,sor_execution_window,126046,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4039-v0-91-6-wp-10-memory-a-03-plan-and-prove-memory-palace-long-context-bridge.md,.adl/v0.91.6/tasks/issue-4039__v0-91-6-wp-10-memory-a-03-plan-and-prove-memory-palace-long-context-bridge/sor.md
4040,v0-91-6-wp-10-memory-a-04-complete-acp-cognitive-profile-scope-and-privacy-boundary,[v0.91.6][WP-10][memory][A-04] Complete ACP cognitive profile scope and privacy boundary,closed,2026-06-17T22:48:15Z,2026-06-19T09:54:48Z,0,derived,sor_execution_window,126393,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4040-v0-91-6-wp-10-memory-a-04-complete-acp-cognitive-profile-scope-and-privacy-boundary.md,.adl/v0.91.6/tasks/issue-4040__v0-91-6-wp-10-memory-a-04-complete-acp-cognitive-profile-scope-and-privacy-boundary/sor.md
4041,v0-91-6-wp-10-memory-a-05-complete-wp-10-feature-closeout-matrix,[v0.91.6][WP-10][memory][A-05] Complete WP-10 feature closeout matrix,closed,2026-06-17T22:48:18Z,2026-06-19T10:00:40Z,0,derived,sor_execution_window,126742,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4041-v0-91-6-wp-10-memory-a-05-complete-wp-10-feature-closeout-matrix.md,.adl/v0.91.6/tasks/issue-4041__v0-91-6-wp-10-memory-a-05-complete-wp-10-feature-closeout-matrix/sor.md
4044,v0-91-6-tools-pr-finish-classify-resilience-and-provider-communication-paths-into-finish-validation-lanes,[v0.91.6][tools][pr-finish] Classify resilience and provider communication paths into finish validation lanes,closed,2026-06-18T06:16:00Z,2026-06-18T06:55:43Z,1063,derived,sor_execution_window,2383,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4044-v0-91-6-tools-pr-finish-classify-resilience-and-provider-communication-paths-into-finish-validation-lanes.md,.adl/v0.91.6/tasks/issue-4044__v0-91-6-tools-pr-finish-classify-resilience-and-provider-communication-paths-into-finish-validation-lanes/sor.md
4047,github-csdlc-projection-convergence-tranche,[v0.91.6][tools][projection] Complete GitHub/C-SDLC projection convergence tranche,closed,2026-06-18T06:50:40Z,2026-06-20T08:16:50Z,1200,derived,sor_execution_window,177970,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4047-github-csdlc-projection-convergence-tranche.md,.adl/v0.91.6/tasks/issue-4047__github-csdlc-projection-convergence-tranche/sor.md
4048,wp03-github-tooling-proof-loop-closeout,[v0.91.6][tools][WP-03] Close GitHub tooling proof-loop issue graph,closed,2026-06-18T06:50:44Z,2026-06-19T01:21:49Z,64089,derived,sor_execution_window,66665,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4048-wp03-github-tooling-proof-loop-closeout.md,.adl/v0.91.6/tasks/issue-4048__wp03-github-tooling-proof-loop-closeout/sor.md
4049,v0-91-6-tools-pr-finish-execute-owner-binary-focused-adl-test-selector-chosen-by-finish-validation-plan,[v0.91.6][tools][pr-finish] Execute owner-binary focused adl test selector chosen by finish validation plan,closed,2026-06-18T06:56:56Z,2026-06-18T07:17:12Z,266,derived,sor_execution_window,1216,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4049-v0-91-6-tools-pr-finish-execute-owner-binary-focused-adl-test-selector-chosen-by-finish-validation-plan.md,.adl/v0.91.6/tasks/issue-4049__v0-91-6-tools-pr-finish-execute-owner-binary-focused-adl-test-selector-chosen-by-finish-validation-plan/sor.md
